PNO,EQUIPMENT_ID,LOT_NO,WAFER_ID,TIMESTAMP,EXPOSURE_DOSE,FOCUS_POSITION,STAGE_TEMP,BAROMETRIC_PRESSURE,HUMIDITY,ALIGNMENT_ERROR_X,ALIGNMENT_ERROR_Y,LENS_ABERRATION,ILLUMINATION_UNIFORMITY,RETICLE_TEMP
TS00003353,PHOTO_002,LOT250001A,W002,2024.1.1 4:24,32.84044362,-8.430473978,22.94748982,1012.496545,43.32791895,1.505565781,1.730436433,3.462953439,98.9182148,23.00343997
TS00003354,PHOTO_002,LOT250001A,W002,2024.1.1 4:24,32.67227369,-8.522293756,22.95191276,1015.662492,44.50682428,1.540115825,1.763955421,3.480458011,98.98611646,23.00486189
TS00003355,PHOTO_002,LOT250001A,W002,2024.1.1 4:25,32.95590087,-9.127361355,22.94663429,1010.060377,45.05723465,1.602909818,1.722848683,3.463782498,99.0047671,23.00577125
TS00003356,PHOTO_002,LOT250001A,W002,2024.1.1 4:26,32.77455876,-8.127126772,22.95076062,1016.885468,44.72229675,1.611434607,1.843030601,3.433959651,99.0605048,23.00781374
TS00003357,PHOTO_002,LOT250001A,W002,2024.1.1 4:27,33.36168896,-7.455083472,22.95606292,1017.538721,43.96602737,1.647550373,1.871835128,3.384354515,98.89751731,23.0097723
TS00003358,PHOTO_002,LOT250001A,W002,2024.1.1 4:27,33.42556303,-10.52008157,22.94931845,1017.958163,44.1766032,1.714847633,1.837543143,3.347733092,98.86347748,23.00985564
TS00003359,PHOTO_002,LOT250001A,W002,2024.1.1 4:28,33.81774328,-6.459578279,22.94917775,1015.295312,43.70279391,1.758088486,1.909478956,3.270200354,98.8061497,23.01179775
TS00003360,PHOTO_002,LOT250001A,W002,2024.1.1 4:29,33.47876173,-8.506516815,22.95097227,1017.240884,44.01760285,1.809579805,2.004393917,3.16049633,98.88768175,23.01378201
TS00003361,PHOTO_002,LOT250001A,W002,2024.1.1 4:30,34.10985164,-8.729998605,22.95669107,1020.204728,44.74849419,1.844314594,2.036987558,3.061925649,98.75052191,23.01546271
TS00003362,PHOTO_002,LOT250001A,W002,2024.1.1 4:30,34.57767007,-9.567951499,22.95816148,1020.346637,44.3062513,1.946610446,2.036828049,3.066356266,98.73599089,23.01690759
TS00003363,PHOTO_002,LOT250001A,W002,2024.1.1 4:31,33.9525494,-9.837669198,22.95599717,1016.89702,43.94338237,1.974166026,2.117135293,3.024664488,98.62044275,23.01885088
TS00003364,PHOTO_002,LOT250001A,W002,2024.1.1 4:32,34.15673815,-9.360151682,22.95959096,1017.465962,43.2463318,2.060142335,2.226113099,3.03130133,98.71356755,23.020096
TS00003365,PHOTO_002,LOT250001A,W002,2024.1.1 4:33,34.2406321,-8.636480453,22.96229781,1020.03225,43.90893655,2.019470121,2.179490375,2.901279259,98.68225786,23.02163728
TS00003366,PHOTO_002,LOT250001A,W002,2024.1.1 4:33,33.74162484,-4.94879095,22.96447404,1013.629528,42.36983984,2.069054448,2.193152587,2.835663051,98.62050599,23.02200459
TS00003367,PHOTO_002,LOT250001A,W002,2024.1.1 4:34,33.8992911,-9.025463757,22.96187666,1016.689337,43.15993206,2.152021627,2.247877694,2.806386711,98.451129,23.0241601
TS00003368,PHOTO_002,LOT250001A,W002,2024.1.1 4:35,33.69369281,-8.371403341,22.95932285,1020.940085,43.59761349,2.071219733,2.27469852,2.718586003,98.51465217,23.0252985
TS00003369,PHOTO_002,LOT250001A,W002,2024.1.1 4:36,33.58009692,-8.472226937,22.96392545,1020.131671,43.63459862,2.083478951,2.269580853,2.721815105,98.35369986,23.02752238
TS00003370,PHOTO_002,LOT250001A,W002,2024.1.1 4:36,33.0598903,-9.334098826,22.96643833,1018.697482,43.54237772,2.034972796,2.309555254,2.734482367,98.39383039,23.02819137
TS00003371,PHOTO_002,LOT250001A,W002,2024.1.1 4:37,33.18537457,-10.11616519,22.96858042,1014.078335,43.27478538,2.002252273,2.262367968,2.705030779,98.35574538,23.02905474
TS00003372,PHOTO_002,LOT250001A,W002,2024.1.1 4:38,33.16270666,-12.26224404,22.97060878,1017.7745,42.94539869,2.051783461,2.276340486,2.566698691,98.31693522,23.0310716
TS00003373,PHOTO_002,LOT250001A,W002,2024.1.1 4:39,33.31670655,-8.750659661,22.97518646,1016.46847,43.35821108,1.965879223,2.308064298,2.551956375,98.28585499,23.03215285
TS00003374,PHOTO_002,LOT250001A,W002,2024.1.1 4:39,32.8810881,-8.651176534,22.97753775,1018.802352,42.44405397,1.914447731,2.214655832,2.594651225,98.21855663,23.03265479
TS00003375,PHOTO_002,LOT250001A,W002,2024.1.1 4:40,33.11193945,-14.2873438,22.97675979,1015.970318,42.49714019,1.805324907,2.269800126,2.496444548,98.08316653,23.03405311
TS00003376,PHOTO_002,LOT250001A,W002,2024.1.1 4:41,31.69306097,-13.65736323,22.98148629,1015.435692,43.03704081,1.810762242,2.151772593,2.533959607,98.17320266,23.03518962
TS00003377,PHOTO_002,LOT250001A,W002,2024.1.1 4:42,32.09826179,-12.8467665,22.98226061,1012.831522,43.10786513,1.778508264,2.124395838,2.447184643,98.11962379,23.03706216
TS00003378,PHOTO_002,LOT250001A,W002,2024.1.1 4:42,31.57595703,-14.11982626,22.98399783,1021.029267,41.92040149,1.724046946,2.121227788,2.500166462,98.04132872,23.03760717
TS00003379,PHOTO_002,LOT250001A,W002,2024.1.1 4:43,32.13967207,-12.09422122,22.98807069,1016.943832,43.30851333,1.659301958,2.101311014,2.592917488,97.98337679,23.03888905
TS00003380,PHOTO_002,LOT250001A,W002,2024.1.1 4:44,30.71317334,-14.05547333,22.9888538,1018.29214,43.5264707,1.560751301,2.086688248,2.525936878,98.1181238,23.03926111
TS00003381,PHOTO_002,LOT250001A,W002,2024.1.1 4:45,30.48854076,-9.752415898,22.9953371,1017.837321,43.05151582,1.566688604,2.001728683,2.589088944,98.08603677,23.04061825
TS00003382,PHOTO_002,LOT250001A,W002,2024.1.1 4:45,30.39114873,-11.17724213,22.99091484,1015.105738,44.5651268,1.548579433,1.945673052,2.556805204,98.04733949,23.04200571
TS00003383,PHOTO_002,LOT250001A,W002,2024.1.1 4:46,29.60941522,-12.5343085,22.99538698,1014.546007,42.78058483,1.455591744,1.924682339,2.78157642,97.97012765,23.04203586
TS00003384,PHOTO_002,LOT250001A,W002,2024.1.1 4:47,30.10104214,-11.13254018,22.99884282,1015.087871,43.03073434,1.466953594,1.837675885,2.795238006,97.87439694,23.04309468
TS00003385,PHOTO_002,LOT250001A,W002,2024.1.1 4:48,29.88669283,-10.76820035,23.00270354,1015.689105,43.07430401,1.529010309,1.827846879,2.796515333,98.03922059,23.04313368
TS00003386,PHOTO_002,LOT250001A,W002,2024.1.1 4:48,30.15804448,-12.96724158,23.00713687,1018.298049,43.33625344,1.540964418,1.751884578,2.870867146,98.02449017,23.04416755
TS00003387,PHOTO_002,LOT250001A,W002,2024.1.1 4:49,30.17212789,-12.98768162,23.00737327,1015.265678,43.26173863,1.490650505,1.759772617,2.926104248,97.9969753,23.04507413
TS00003388,PHOTO_002,LOT250001A,W002,2024.1.1 4:50,30.75441488,-11.2447569,23.00744075,1021.48389,42.69797642,1.592696671,1.728802953,3.037820328,98.08579993,23.04535731
TS00003389,PHOTO_002,LOT250001A,W002,2024.1.1 4:51,30.38411608,-9.634596796,23.01487257,1019.53783,43.30297681,1.611631905,1.690555007,3.005455258,98.08998635,23.04714981
TS00003390,PHOTO_002,LOT250001A,W002,2024.1.1 4:51,29.80466404,-10.2607128,23.01763613,1018.833111,43.6665796,1.678904166,1.708644717,3.130304038,98.07843376,23.04662503
TS00003391,PHOTO_002,LOT250001A,W002,2024.1.1 4:52,29.7385211,-12.36549472,23.01521458,1016.345696,44.56157274,1.688259262,1.70475649,3.208379322,98.09724442,23.04794623
TS00003392,PHOTO_002,LOT250001A,W002,2024.1.1 4:53,30.38711356,-10.73493327,23.02209328,1020.253968,45.24969237,1.781755535,1.738957118,3.273655944,98.12749285,23.0481081
TS00003393,PHOTO_002,LOT250001A,W002,2024.1.1 4:54,29.78325087,-9.183908312,23.02195073,1015.737915,44.83777699,1.844152019,1.666514043,3.154944853,98.19172344,23.04844458
TS00003394,PHOTO_002,LOT250001A,W002,2024.1.1 4:54,31.19155702,-8.751526907,23.02685637,1016.011145,43.683214,1.864066918,1.730416576,3.288748271,98.15067266,23.04953892
TS00003395,PHOTO_002,LOT250001A,W002,2024.1.1 4:55,31.10268184,-5.277830978,23.02945625,1016.3128,43.84626513,1.928266364,1.73448703,3.313525783,98.25338576,23.04798406
TS00003396,PHOTO_002,LOT250001A,W002,2024.1.1 4:56,30.63675923,-9.95766157,23.03597508,1017.433692,44.28636886,1.956879927,1.813960827,3.411987911,98.2269752,23.04928631
TS00003397,PHOTO_002,LOT250001A,W002,2024.1.1 4:57,30.35123884,-6.814565154,23.03770034,1017.055907,45.57335556,2.068239757,1.846281786,3.337351829,98.38276548,23.04906554
TS00003398,PHOTO_002,LOT250001A,W002,2024.1.1 4:57,31.80529984,-5.093310765,23.03801799,1014.054103,44.52598294,2.049690219,1.879039245,3.362607098,98.38711088,23.04879739
TS00003399,PHOTO_002,LOT250001A,W002,2024.1.1 4:58,31.45680429,-3.739655833,23.04548108,1013.682048,43.95282904,2.051272216,1.886179904,3.59279633,98.37189793,23.04930397
TS00003400,PHOTO_002,LOT250001A,W002,2024.1.1 4:59,32.24446006,-7.643531113,23.04399131,1016.381817,44.57371268,2.073211398,1.979633778,3.52694182,98.45697563,23.04998395
TS00003401,PHOTO_002,LOT250001A,W002,2024.1.1 5:00,31.36222894,-6.262855821,23.05066023,1016.333176,45.4542336,2.103803118,1.954096072,3.506050462,98.45731068,23.04963733
TS00003402,PHOTO_002,LOT250001A,W002,2024.1.1 5:00,32.01091646,-6.182294442,23.05151305,1013.32083,45.53954521,2.11728611,1.994871018,3.514240983,98.6222598,23.05042363
TS00003403,PHOTO_002,LOT250001A,W002,2024.1.1 5:01,32.49947725,-6.853607854,23.0555477,1010.092065,45.13053647,2.03885814,2.054428968,3.491608627,98.67483446,23.04979441
TS00003404,PHOTO_002,LOT250001A,W002,2024.1.1 5:02,32.75504134,-7.475248229,23.06041937,1013.294896,45.78481143,2.108728178,2.135192906,3.514755776,98.67430674,23.04961573
TS00003405,PHOTO_002,LOT250001A,W002,2024.1.1 5:03,32.78348116,-6.918985933,23.06357622,1015.123096,44.13347645,2.027950847,2.196590508,3.40653113,98.7618951,23.04944559
TS00003406,PHOTO_002,LOT250001A,W002,2024.1.1 5:03,33.42471048,-11.67704878,23.06831738,1017.827495,45.68033153,1.990329255,2.12285106,3.413839238,98.73458505,23.04933517
TS00003407,PHOTO_002,LOT250001A,W002,2024.1.1 5:04,32.94204604,-7.213540008,23.06857362,1010.067935,46.25266036,1.924818101,2.282387383,3.375855377,98.80608903,23.04890512
TS00003408,PHOTO_002,LOT250001A,W002,2024.1.1 5:05,33.48407469,-8.448761645,23.07242723,1011.745121,45.35184062,1.875184735,2.271235323,3.266369097,98.86768975,23.04837021
TS00003409,PHOTO_002,LOT250001A,W002,2024.1.1 5:06,33.7367741,-9.406661362,23.07399351,1011.587235,45.46170423,1.814388662,2.238283784,3.33176255,98.84198637,23.04892375
TS00003410,PHOTO_002,LOT250001A,W002,2024.1.1 5:06,34.01542964,-6.460403311,23.07826309,1015.700562,44.9517847,1.792933909,2.299334911,3.190605809,98.87861073,23.04770264
TS00003411,PHOTO_002,LOT250001A,W002,2024.1.1 5:07,34.18675898,-11.01240103,23.08178067,1011.97574,47.12950786,1.707057044,2.332775762,3.205379581,98.95119133,23.04736106
TS00003412,PHOTO_002,LOT250001A,W002,2024.1.1 5:08,33.51471766,-11.07391738,23.08367717,1009.549189,45.84275559,1.678485404,2.314289733,3.099436294,98.96269591,23.04725874
TS00003413,PHOTO_002,LOT250001A,W002,2024.1.1 5:09,33.38240779,-7.93972103,23.08320495,1012.971642,46.51372018,1.595757377,2.318289147,3.113074501,98.91464049,23.04664819
TS00003414,PHOTO_002,LOT250001A,W002,2024.1.1 5:09,34.50712419,-12.61006346,23.09037773,1010.324306,46.82028748,1.574715243,2.226314558,2.916535786,98.86109892,23.04544101
TS00003415,PHOTO_002,LOT250001A,W002,2024.1.1 5:10,34.09750011,-12.58852868,23.09330705,1008.040136,47.44826726,1.512990386,2.230284941,2.852071403,98.97551518,23.04561884
TS00003416,PHOTO_002,LOT250001A,W002,2024.1.1 5:11,33.60271842,-12.34185848,23.0940387,1008.63917,46.52569532,1.551178892,2.184391267,2.800206723,98.88899846,23.04481916
TS00003417,PHOTO_002,LOT250001A,W002,2024.1.1 5:12,34.4301149,-11.16594926,23.09560659,1014.981585,46.36499797,1.477353172,2.227862982,2.793775132,98.9494625,23.04390432
TS00003418,PHOTO_002,LOT250001A,W002,2024.1.1 5:12,33.7349257,-12.36131581,23.1038559,1011.388325,46.85645395,1.490842598,2.155378035,2.809160022,98.95603893,23.04282144
TS00003419,PHOTO_002,LOT250001A,W002,2024.1.1 5:13,34.01274536,-14.79210757,23.10456557,1010.485022,47.58010227,1.499976239,2.178115386,2.760942686,98.96762524,23.04201303
TS00003420,PHOTO_002,LOT250001A,W002,2024.1.1 5:14,33.3961016,-13.76131787,23.10575018,1009.385741,46.75744945,1.517933343,2.032902054,2.520017256,99.02898029,23.04125313
TS00003421,PHOTO_002,LOT250001A,W002,2024.1.1 5:15,33.99986967,-13.91103165,23.10650446,1010.543252,46.32919158,1.578969775,1.978259774,2.607976861,99.02741224,23.03983493
TS00003422,PHOTO_002,LOT250001A,W002,2024.1.1 5:15,33.66564369,-13.07889659,23.10964708,1010.323926,46.01271164,1.585136135,1.948784861,2.401198979,98.98431435,23.03948812
TS00003423,PHOTO_002,LOT250001A,W002,2024.1.1 5:16,32.63666345,-12.21440406,23.11634758,1010.172744,46.23179607,1.681069697,1.948645618,2.574863347,98.96977869,23.03897171
TS00003424,PHOTO_002,LOT250001A,W002,2024.1.1 5:17,32.88600815,-12.04571094,23.11640651,1009.557407,47.5028643,1.665008382,1.852819259,2.57161689,98.94634631,23.03794374
TS00003425,PHOTO_002,LOT250001A,W002,2024.1.1 5:18,32.50881685,-15.09106861,23.11735354,1011.279684,46.80367877,1.74886693,1.827397552,2.501930436,98.76041512,23.03625801
TS00003426,PHOTO_002,LOT250001A,W002,2024.1.1 5:18,32.54745262,-10.52540886,23.12173006,1009.012676,46.63548745,1.77672642,1.790768687,2.504199079,98.85406327,23.03588738
TS00003427,PHOTO_002,LOT250001A,W002,2024.1.1 5:19,31.36336415,-11.38450249,23.12126807,1006.367513,46.56647312,1.868843578,1.758479805,2.507624594,98.72888906,23.03518031
TS00003428,PHOTO_002,LOT250001A,W002,2024.1.1 5:20,31.77704081,-9.285173428,23.12801279,1007.149326,47.03525692,1.909958874,1.713126089,2.476486323,98.80649866,23.03290749
TS00003429,PHOTO_002,LOT250001A,W002,2024.1.1 5:21,31.68712069,-10.26075349,23.12975693,1003.611771,46.82090145,1.956096177,1.710564313,2.556697046,98.63622143,23.03221696
TS00003430,PHOTO_002,LOT250001A,W002,2024.1.1 5:21,30.33299686,-8.817318959,23.12808235,1013.516513,46.77328704,2.041018381,1.69829042,2.55027626,98.68955202,23.02951395
TS00003431,PHOTO_002,LOT250001A,W002,2024.1.1 5:22,30.35112609,-9.300182033,23.12964436,1010.508004,47.71170739,2.023074842,1.69977306,2.642006088,98.68189699,23.02876019
TS00003432,PHOTO_002,LOT250001A,W002,2024.1.1 5:23,29.81521292,-7.511357971,23.12747179,1006.189332,47.78236274,2.08904357,1.731999002,2.62983434,98.55318372,23.02814973
TS00003433,PHOTO_002,LOT250001A,W002,2024.1.1 5:24,30.35121078,-8.289573063,23.13146963,1007.48525,45.8436411,2.067506151,1.767501886,2.63823685,98.61075241,23.02628797
TS00003434,PHOTO_002,LOT250001A,W002,2024.1.1 5:24,30.59836105,-8.78490137,23.13339526,1006.535174,46.949169,2.102788575,1.707485,2.655293369,98.54103649,23.02647167
TS00003435,PHOTO_002,LOT250001A,W002,2024.1.1 5:25,30.79128872,-4.827992162,23.13790105,1011.933546,46.22253859,2.061767151,1.745535093,2.693907113,98.48764598,23.02438662
TS00003436,PHOTO_002,LOT250001A,W002,2024.1.1 5:26,30.12752488,-6.545123973,23.13844819,1004.489734,46.46908332,2.06544144,1.763117609,2.91111697,98.45668285,23.02318244
TS00003437,PHOTO_002,LOT250001A,W002,2024.1.1 5:27,30.68687172,-6.712332385,23.13779203,1008.300396,46.72659352,2.060427713,1.82927747,2.883419875,98.35769505,23.02127445
TS00003438,PHOTO_002,LOT250001A,W002,2024.1.1 5:27,29.45190596,-9.241437052,23.14121313,1007.730259,46.3303053,2.085593448,1.847652366,2.98553345,98.33822698,23.01935579
TS00003439,PHOTO_002,LOT250001A,W002,2024.1.1 5:28,29.32259357,-9.079291877,23.14398832,1010.068676,46.50737014,1.994251313,1.914488807,3.120556754,98.28761293,23.01814682
TS00003440,PHOTO_002,LOT250001A,W002,2024.1.1 5:29,30.01320642,-6.597861755,23.14514376,1007.754182,46.6786301,1.994166152,1.986178468,3.065550441,98.24485184,23.01706409
TS00003441,PHOTO_002,LOT250001A,W002,2024.1.1 5:30,30.25151315,-6.781718203,23.14130631,1003.643904,46.35231658,1.899314797,1.924225049,3.123134623,98.17250582,23.01513189
TS00003442,PHOTO_002,LOT250001A,W002,2024.1.1 5:30,30.177268,-7.958118826,23.14577284,1007.449384,45.68355181,1.825987443,2.061683736,3.206281558,98.10721746,23.01428515
TS00003443,PHOTO_002,LOT250001A,W002,2024.1.1 5:31,29.48436731,-6.935356402,23.14409163,1005.69696,45.58598758,1.82734354,2.078899487,3.269385033,98.11867277,23.0127902
TS00003444,PHOTO_002,LOT250001A,W002,2024.1.1 5:32,30.4233255,-4.944040035,23.14939513,1008.388811,44.98773541,1.738503563,2.150009818,3.413089562,98.0853251,23.01090965
TS00003445,PHOTO_002,LOT250001A,W002,2024.1.1 5:33,30.10911799,-6.529845305,23.14979702,1011.849951,45.22389693,1.652984565,2.149441493,3.442775343,98.04099949,23.00845625
TS00003446,PHOTO_002,LOT250001A,W002,2024.1.1 5:33,31.09229851,-9.590192421,23.14697278,1004.002554,46.79527501,1.637781568,2.248019864,3.435552268,98.09709943,23.00867912
TS00003447,PHOTO_002,LOT250001A,W002,2024.1.1 5:34,31.18313195,-8.403907484,23.14767938,1006.448913,45.02217763,1.572531569,2.270103517,3.510624028,97.97650143,23.00616033
TS00003448,PHOTO_002,LOT250001A,W002,2024.1.1 5:35,30.88779898,-9.845478222,23.14863366,1007.177585,44.65873534,1.487030596,2.284352522,3.455977292,98.0112777,23.00606005
TS00003449,PHOTO_002,LOT250001A,W002,2024.1.1 5:36,31.29707346,-9.654498891,23.14529709,1007.726305,45.44262318,1.549146249,2.309113726,3.499249809,98.06717336,23.00346579
TS00003450,PHOTO_002,LOT250001A,W002,2024.1.1 5:36,31.32564812,-10.1511201,23.15062259,1010.662674,45.05936218,1.538161846,2.273937888,3.480981668,98.04767549,23.00146556
TS00003451,PHOTO_002,LOT250001A,W002,2024.1.1 5:37,31.97492836,-10.71646837,23.14945431,1008.521054,44.88264406,1.555138261,2.281411287,3.435481581,98.06081469,23.00022391
TS00003452,PHOTO_002,LOT250001A,W002,2024.1.1 5:38,32.6327234,-12.35200645,23.15189101,1010.147195,45.71984654,1.517978136,2.318879588,3.556251088,97.97267999,22.99741982
TS00003453,PHOTO_002,LOT250001A,W002,2024.1.1 5:39,32.10308936,-11.11853301,23.14760585,1007.705862,45.07880954,1.513605352,2.262285081,3.510876517,98.04807078,22.99737355
TS00003454,PHOTO_002,LOT250001A,W002,2024.1.1 5:39,32.93786771,-12.20288295,23.14831795,1010.017132,44.30724161,1.571751305,2.310671009,3.465791917,97.96670464,22.99657805
TS00003455,PHOTO_002,LOT250001A,W002,2024.1.1 5:40,32.7514043,-16.15752879,23.14619842,1011.56783,44.24793468,1.606804023,2.232997366,3.438029948,98.02131806,22.99268872
TS00003456,PHOTO_002,LOT250001A,W002,2024.1.1 5:41,32.85842137,-9.041862307,23.14676025,1007.982131,44.0804141,1.67281286,2.227188866,3.329197754,98.04540895,22.99203457
TS00003457,PHOTO_002,LOT250001A,W002,2024.1.1 5:42,33.32628207,-10.7938965,23.14586476,1011.96387,44.78859467,1.670927384,2.239313061,3.315610547,98.04904403,22.99057827
TS00003458,PHOTO_002,LOT250001A,W002,2024.1.1 5:42,33.12692956,-13.23747066,23.14958362,1010.346554,43.96355284,1.720425665,2.115010449,3.335519653,98.08683179,22.98953045
TS00003459,PHOTO_002,LOT250001A,W002,2024.1.1 5:43,33.46719613,-12.82494097,23.14546179,1013.041453,42.96060055,1.759696512,2.094767951,3.241457764,98.11084689,22.98861849
TS00003460,PHOTO_002,LOT250001A,W002,2024.1.1 5:44,33.33050295,-14.72054654,23.14627772,1010.142931,43.8993546,1.853723833,2.078555834,3.202003994,98.12022438,22.98624189
TS00003461,PHOTO_002,LOT250001A,W002,2024.1.1 5:45,34.68800309,-10.45641568,23.14434412,1011.824215,42.90221389,1.846257248,2.028538322,3.149275694,98.24892805,22.98562005
TS00003462,PHOTO_002,LOT250001A,W002,2024.1.1 5:45,33.97867992,-10.11713198,23.14154915,1010.999589,45.03569038,1.967808723,1.943235201,3.059567219,98.23635679,22.98314832
TS00003463,PHOTO_002,LOT250001A,W002,2024.1.1 5:46,33.71616325,-12.61812896,23.14264105,1011.095372,43.05150504,2.008862251,1.891792989,2.982999344,98.29718218,22.98181948
TS00003464,PHOTO_002,LOT250001A,W002,2024.1.1 5:47,34.08164542,-11.13772361,23.14297367,1012.22223,43.44494389,2.048706079,1.856808772,2.887986859,98.33881988,22.98030672
TS00003465,PHOTO_002,LOT250001A,W002,2024.1.1 5:48,33.91964328,-12.16412081,23.13806719,1013.159524,43.61389516,2.067038761,1.867100157,2.898983429,98.37839138,22.97932119
TS00003466,PHOTO_002,LOT250001A,W002,2024.1.1 5:48,33.81372519,-14.1264085,23.14071888,1008.939181,43.20877111,2.131306302,1.77949479,2.87642193,98.42642299,22.97708931
TS00003467,PHOTO_002,LOT250001A,W002,2024.1.1 5:49,34.05532078,-12.38109081,23.13593123,1015.895133,43.13732591,2.123794214,1.759638372,2.704928647,98.45333388,22.97632146
TS00003468,PHOTO_002,LOT250001A,W002,2024.1.1 5:50,33.99165894,-11.16407955,23.13510823,1007.911586,43.50048301,2.081195703,1.719894449,2.730884211,98.58662522,22.97393253
TS00003469,PHOTO_002,LOT250001A,W002,2024.1.1 5:51,33.32882603,-11.60887256,23.13549416,1011.099519,44.10607547,2.072899577,1.735849502,2.695345168,98.60070385,22.97306641
TS00003470,PHOTO_002,LOT250001A,W002,2024.1.1 5:51,33.13876692,-10.79728331,23.13138119,1012.827158,43.60095248,2.045057901,1.708359249,2.586036666,98.60999072,22.97157746
TS00003471,PHOTO_002,LOT250001A,W002,2024.1.1 5:52,33.06554983,-10.13709934,23.13097685,1014.344843,43.98499529,2.059243598,1.669896986,2.666598593,98.63215578,22.97065472
TS00003472,PHOTO_002,LOT250001A,W002,2024.1.1 5:53,32.04273888,-9.652014352,23.12838612,1017.504713,42.43486221,1.975359964,1.674628774,2.542560892,98.6926329,22.96919661
TS00003473,PHOTO_002,LOT250001A,W002,2024.1.1 5:54,32.13017268,-8.994561281,23.12731006,1009.167457,43.22584308,1.993249803,1.654724878,2.530048773,98.76175791,22.96869487
TS00003474,PHOTO_002,LOT250001A,W002,2024.1.1 5:54,33.04412948,-10.2289361,23.12024963,1012.7908,43.10891823,1.950126565,1.7077584,2.507644944,98.85603869,22.96649507
TS00003475,PHOTO_002,LOT250001A,W002,2024.1.1 5:55,32.90865355,-9.312168467,23.1192375,1008.987124,43.21460132,1.829843906,1.781113276,2.415403928,98.75005962,22.96490699
TS00003476,PHOTO_002,LOT250001A,W002,2024.1.1 5:56,31.90038558,-9.805556055,23.12194261,1014.62414,43.82573918,1.794433544,1.827580782,2.550437604,98.88654213,22.96396602
TS00003477,PHOTO_002,LOT250001A,W002,2024.1.1 5:57,31.97995632,-6.106225692,23.12052907,1015.461268,42.87147305,1.744284235,1.844231175,2.456166711,98.9415928,22.96404865
TS00003478,PHOTO_002,LOT250001A,W002,2024.1.1 5:57,31.62712029,-10.48545084,23.11431021,1018.991522,42.77246858,1.716082129,1.880441816,2.503882394,98.83920436,22.96200967
TS00003479,PHOTO_002,LOT250001A,W002,2024.1.1 5:58,32.49530322,-5.416444936,23.11325434,1015.543503,43.35581398,1.687532263,1.90349912,2.564994807,98.9290958,22.96167326
TS00003480,PHOTO_002,LOT250001A,W002,2024.1.1 5:59,31.48432262,-4.957410882,23.11188014,1018.0737,41.99591204,1.544071096,1.976317097,2.634891831,98.90565141,22.96034486
TS00003481,PHOTO_002,LOT250001A,W002,2024.1.1 6:00,30.77326246,-7.45327088,23.11016496,1017.138727,42.95577574,1.54774948,2.008588347,2.541494889,98.99705474,22.95996127
TS00003482,PHOTO_002,LOT250001A,W002,2024.1.1 6:00,30.24868961,-10.94164061,23.10215298,1014.799743,43.05992841,1.520571383,2.101063809,2.613191507,98.97004083,22.95853059
TS00003483,PHOTO_002,LOT250001A,W002,2024.1.1 6:01,29.81639499,-7.688796294,23.1018106,1012.566896,42.63813073,1.467404956,2.089751739,2.750408937,98.9895504,22.95916578
TS00003484,PHOTO_002,LOT250001A,W002,2024.1.1 6:02,30.3927296,-7.423256669,23.10023898,1016.970435,43.88162205,1.486038681,2.176487392,2.755272296,98.97920049,22.95791196
TS00003485,PHOTO_002,LOT250001A,W002,2024.1.1 6:03,29.8878056,-9.088846347,23.09958165,1012.738011,42.67399996,1.515198658,2.202558998,2.820668922,99.03502154,22.95602706
TS00003486,PHOTO_002,LOT250001A,W002,2024.1.1 6:03,29.52898548,-8.651507247,23.10039591,1019.882861,43.30044218,1.506322678,2.234195333,2.792934916,99.00529582,22.95522361
TS00003487,PHOTO_002,LOT250001A,W002,2024.1.1 6:04,29.77679634,-5.941351445,23.09212192,1016.407057,43.63486785,1.490769361,2.182360359,2.887348866,98.99583792,22.95632481
TS00003488,PHOTO_002,LOT250001A,W002,2024.1.1 6:05,29.57132734,-7.640637757,23.08690083,1019.957896,44.35413368,1.655068508,2.295177644,2.960212969,98.97847148,22.95357284
TS00003489,PHOTO_002,LOT250001A,W002,2024.1.1 6:06,30.6788032,-10.45979519,23.08761699,1015.917127,43.62457193,1.616758139,2.281491716,2.988500522,98.98103807,22.95348366
TS00003490,PHOTO_002,LOT250001A,W002,2024.1.1 6:06,30.3880814,-11.92709536,23.08651578,1017.927099,44.28684418,1.658824722,2.282988707,3.009962176,98.91727242,22.95296719
TS00003491,PHOTO_002,LOT250001A,W002,2024.1.1 6:07,30.09469791,-10.49052598,23.08111773,1017.904906,44.24478673,1.674357111,2.255512609,3.128983569,98.98954724,22.95244601
TS00003492,PHOTO_002,LOT250001A,W002,2024.1.1 6:08,30.78232355,-10.78948856,23.07608581,1017.384416,44.00242094,1.770221215,2.296138888,3.280604056,98.8133158,22.95111596
TS00003493,PHOTO_002,LOT250001A,W002,2024.1.1 6:09,30.34229147,-10.1827522,23.07678498,1016.51951,43.38278461,1.813910742,2.286323503,3.270872071,98.75597763,22.95181914
TS00003494,PHOTO_002,LOT250001A,W002,2024.1.1 6:09,30.11445983,-12.16494657,23.07314142,1018.674809,43.2876929,1.817951264,2.2282119,3.387426541,98.7160195,22.95071899
TS00003495,PHOTO_002,LOT250001A,W002,2024.1.1 6:10,31.24015542,-10.99610639,23.06668597,1015.458915,44.32765414,1.895626124,2.198506693,3.373435359,98.66393399,22.95160363
TS00003496,PHOTO_002,LOT250001A,W002,2024.1.1 6:11,31.03999351,-9.218589283,23.0664063,1014.819327,44.05634789,2.000183356,2.226730619,3.366273111,98.76065374,22.9498876
