PNO,EQUIPMENT_ID,LOT_NO,TIMESTAMP,BEAM_CURRENT,BEAM_ENERGY,DOSE_RATE,TOTAL_DOSE,IMPLANT_ANGLE,WAFER_ROTATION,SOURCE_PRESSURE,ANALYZER_PRESSURE,END_STATION_PRESSURE,BEAM_UNIFORMITY,FARADAY_CUP_CURRENT
TS00003613,ION_002,LOT250001A,2024.1.1 7:39,2569.479851,-408084.3301,-6.13E+22,-2.50E+27,-1.440408763,5896.625995,3.00E-05,1.11E-06,3.90E-07,98.89391117,-3591.285224
TS00003614,ION_002,LOT250001A,2024.1.1 7:39,-3052.350844,1029138.226,1.10E+23,-9.37E+27,29.8615526,2676.057962,3.00E-05,1.06E-06,4.01E-07,98.85988624,-567.4856928
TS00003615,ION_002,LOT250001A,2024.1.1 7:40,11229.46537,1771663.525,3.84E+22,-2.25E+27,15.45922372,-2123.46081,2.99E-05,1.02E-06,4.12E-07,98.98875472,-4174.282001
TS00003616,ION_002,LOT250001A,2024.1.1 7:41,1957.096031,1876048.896,-8.57E+19,2.03E+27,19.98006525,3568.752447,2.98E-05,9.88E-07,4.23E-07,99.01722552,-4596.292213
TS00003617,ION_002,LOT250001A,2024.1.1 7:42,1868.544589,-2425127.988,5.45E+22,5.08E+27,32.20246713,-568.0583052,2.95E-05,9.57E-07,4.33E-07,98.92546404,1129.806653
TS00003618,ION_002,LOT250001A,2024.1.1 7:42,4321.932081,-671084.0347,1.18E+23,-5.86E+27,21.37067948,4545.67839,2.92E-05,9.33E-07,4.42E-07,98.90304348,12549.56089
TS00003619,ION_002,LOT250001A,2024.1.1 7:43,3328.139576,3026128.794,-7.19E+22,5.14E+27,20.05195342,11095.78844,2.89E-05,9.15E-07,4.50E-07,99.0077064,5187.819236
TS00003620,ION_002,LOT250001A,2024.1.1 7:44,2282.445518,2275753.372,-1.13E+22,-3.24E+27,18.72067672,-444.3325748,2.84E-05,9.04E-07,4.58E-07,98.90380112,6434.573256
TS00003621,ION_002,LOT250001A,2024.1.1 7:45,-1794.340771,-3393103.544,-1.19E+23,1.81E+27,11.67578381,4200.137271,2.79E-05,9.00E-07,4.64E-07,98.90122006,5348.869243
TS00003622,ION_002,LOT250001A,2024.1.1 7:45,3232.224163,917650.5259,9.63E+21,-2.55E+27,16.40094037,-1985.602318,2.74E-05,9.04E-07,4.70E-07,98.97977537,-2146.217329
TS00003623,ION_002,LOT250001A,2024.1.1 7:46,8851.722896,-4906710.557,1.83E+22,9.11E+26,9.667744846,548.6752802,2.68E-05,9.15E-07,4.74E-07,98.86757738,2872.786056
TS00003624,ION_002,LOT250001A,2024.1.1 7:47,6681.418162,156087.8105,-1.96E+21,4.46E+27,16.47547802,1117.239351,2.62E-05,9.33E-07,4.77E-07,98.84235415,6783.209282
TS00003625,ION_002,LOT250001A,2024.1.1 7:48,7647.813153,4783062.385,-3.27E+22,-6.14E+27,-6.379039686,225.0127511,2.56E-05,9.57E-07,4.79E-07,98.90525972,5411.753986
TS00003626,ION_002,LOT250001A,2024.1.1 7:48,-794.8627057,-2331196.259,-1.02E+23,-3.40E+27,21.29039568,10852.05476,2.50E-05,9.88E-07,4.80E-07,98.81796058,2217.755037
TS00003627,ION_002,LOT250001A,2024.1.1 7:49,-2733.485928,-2047384.878,1.87E+22,9.25E+26,15.76289475,-226.6249074,2.44E-05,1.02E-06,4.79E-07,98.83504348,3820.165824
TS00003628,ION_002,LOT250001A,2024.1.1 7:50,697.1143422,1948381.013,7.28E+22,1.20E+28,13.55910965,3346.396359,2.38E-05,1.06E-06,4.77E-07,98.764698,13509.63185
TS00003629,ION_002,LOT250001A,2024.1.1 7:51,1399.274739,-3818816.668,-2.96E+22,-4.32E+27,19.02045335,-6722.617128,2.32E-05,1.11E-06,4.74E-07,98.82798185,5368.591175
TS00003630,ION_002,LOT250001A,2024.1.1 7:51,5530.415339,-1543823.039,2.20E+22,1.02E+28,2.350192382,2723.957264,2.26E-05,1.15E-06,4.70E-07,98.8098584,-427.1475208
TS00003631,ION_002,LOT250001A,2024.1.1 7:52,-5637.415569,1529041.77,-7.84E+22,1.00E+28,35.80326513,5561.935002,2.21E-05,1.20E-06,4.64E-07,98.84229364,757.2579182
TS00003632,ION_002,LOT250001A,2024.1.1 7:53,7231.291857,-1547904.202,2.29E+22,-4.87E+26,15.27009024,-1119.416461,2.16E-05,1.25E-06,4.58E-07,98.82390452,-4162.666404
TS00003633,ION_002,LOT250001A,2024.1.1 7:54,463.8657571,-552245.8341,-1.97E+22,-1.49E+27,14.58982619,-9053.141793,2.11E-05,1.29E-06,4.50E-07,98.7954893,12826.07709
TS00003634,ION_002,LOT250001A,2024.1.1 7:54,-626.3898649,1898009.483,-3.81E+22,-3.46E+27,6.109104699,829.4392942,2.08E-05,1.34E-06,4.42E-07,98.77423349,9095.483042
TS00003635,ION_002,LOT250001A,2024.1.1 7:55,-2979.382912,1091273.977,-3.80E+22,-3.41E+26,15.68274308,1048.616452,2.05E-05,1.38E-06,4.33E-07,98.73721413,1480.099771
TS00003636,ION_002,LOT250001A,2024.1.1 7:56,-5559.637991,704315.9432,-1.97E+22,-7.03E+27,28.95976885,3871.561539,2.02E-05,1.41E-06,4.23E-07,98.75747305,11958.88929
TS00003637,ION_002,LOT250001A,2024.1.1 7:57,4346.224886,-810676.8017,1.91E+22,-3.81E+26,25.06429452,9013.811038,2.01E-05,1.44E-06,4.12E-07,98.65727304,4210.542775
TS00003638,ION_002,LOT250001A,2024.1.1 7:57,1343.666523,962138.5276,-6.56E+22,7.48E+27,22.83406379,-555.5080829,2.00E-05,1.47E-06,4.01E-07,98.58112564,-1108.837434
TS00003639,ION_002,LOT250001A,2024.1.1 7:58,-4109.448945,-272491.0775,-1.99E+22,-3.06E+27,19.30946058,-2466.354415,2.00E-05,1.49E-06,3.90E-07,98.74215816,5577.657357
TS00003640,ION_002,LOT250001A,2024.1.1 7:59,-4126.772538,1181207.714,-2.07E+21,-1.20E+27,9.788814622,-3715.182703,2.01E-05,1.50E-06,3.79E-07,98.70307698,3041.759909
TS00003641,ION_002,LOT250001A,2024.1.1 8:00,-283.3501004,-1205784.978,-5.50E+22,-8.51E+27,-1.623779147,1738.108194,2.02E-05,1.50E-06,3.67E-07,98.64815918,5244.072588
TS00003642,ION_002,LOT250001A,2024.1.1 8:00,7745.120691,-420027.4804,8.98E+22,1.87E+27,10.34788023,2856.147696,2.05E-05,1.50E-06,3.56E-07,98.69322348,-5781.424709
TS00003643,ION_002,LOT250001A,2024.1.1 8:01,42.76900945,-2438651.032,-4.27E+22,1.32E+27,9.458822096,-1251.304426,2.08E-05,1.49E-06,3.46E-07,98.58777007,-2975.436371
TS00003644,ION_002,LOT250001A,2024.1.1 8:02,-4916.674461,-51428.30881,-3.35E+22,3.19E+26,21.74573731,4038.302906,2.11E-05,1.47E-06,3.35E-07,98.57379699,8533.251502
TS00003645,ION_002,LOT250001A,2024.1.1 8:03,130.1183225,-1991565.252,-4.89E+22,-1.08E+27,13.77514995,2777.050848,2.16E-05,1.44E-06,3.25E-07,98.55148377,9573.778037
TS00003646,ION_002,LOT250001A,2024.1.1 8:03,41.54867055,-2749333.953,8.99E+22,-1.46E+27,26.21328522,1080.092118,2.21E-05,1.41E-06,3.16E-07,98.60659833,8203.006584
TS00003647,ION_002,LOT250001A,2024.1.1 8:04,-9633.897307,682279.5358,2.76E+22,2.51E+27,21.46178427,-2711.113415,2.26E-05,1.38E-06,3.08E-07,98.48351871,12241.88378
TS00003648,ION_002,LOT250001A,2024.1.1 8:05,959.1956234,567319.9812,-4.68E+22,-1.44E+26,4.308857051,-1037.780619,2.32E-05,1.34E-06,3.01E-07,98.50870608,4058.216581
TS00003649,ION_002,LOT250001A,2024.1.1 8:06,276.5239017,1992498.29,5.53E+22,1.57E+27,-9.697959631,-8838.439904,2.38E-05,1.29E-06,2.94E-07,98.54588101,3730.678837
TS00003650,ION_002,LOT250001A,2024.1.1 8:06,4009.758813,-1042656.87,1.00E+22,1.07E+27,21.48365753,1814.430633,2.44E-05,1.25E-06,2.89E-07,98.45549783,-3346.101153
TS00003651,ION_002,LOT250001A,2024.1.1 8:07,8645.82438,1055132.117,1.29E+22,5.62E+27,20.59385223,967.1685539,2.50E-05,1.20E-06,2.85E-07,98.46698448,-1657.657204
TS00003652,ION_002,LOT250001A,2024.1.1 8:08,5781.326765,1411836.877,-1.72E+22,3.38E+27,-7.290021104,1606.084266,2.56E-05,1.15E-06,2.82E-07,98.37371624,-8671.237965
TS00003653,ION_002,LOT250001A,2024.1.1 8:09,224.1832152,1146620.567,-3.75E+22,9.64E+26,20.83906786,2859.677484,2.62E-05,1.11E-06,2.80E-07,98.49889507,-312.6920844
TS00003654,ION_002,LOT250001A,2024.1.1 8:09,-3102.478724,-2029604.749,1.69E+22,7.59E+27,8.94735856,2375.813379,2.68E-05,1.06E-06,2.80E-07,98.41855408,-8974.005534
TS00003655,ION_002,LOT250001A,2024.1.1 8:10,11639.78995,407782.0395,-2.73E+22,2.10E+27,6.11995611,381.0385544,2.74E-05,1.02E-06,2.81E-07,98.38236932,6746.181589
TS00003656,ION_002,LOT250001A,2024.1.1 8:11,1604.430787,944568.5678,9.08E+22,6.52E+27,20.0576626,1007.230277,2.79E-05,9.88E-07,2.83E-07,98.35703163,3304.551393
TS00003657,ION_002,LOT250001A,2024.1.1 8:12,1442.626589,52009.2607,-6.35E+22,3.03E+27,16.76560621,-4814.752459,2.84E-05,9.57E-07,2.87E-07,98.38539867,-8748.936811
TS00003658,ION_002,LOT250001A,2024.1.1 8:12,1307.6023,-5182284.862,7.68E+22,-9.21E+27,9.255516604,-1542.420619,2.89E-05,9.33E-07,2.91E-07,98.3119206,449.7841877
TS00003659,ION_002,LOT250001A,2024.1.1 8:13,2211.204628,434980.6105,-5.57E+21,6.52E+27,6.914633917,984.3139754,2.92E-05,9.15E-07,2.97E-07,98.47277404,11252.1437
TS00003660,ION_002,LOT250001A,2024.1.1 8:14,853.5237628,5564932.643,1.50E+22,6.76E+26,7.805674956,-2170.972362,2.95E-05,9.04E-07,3.04E-07,98.24126722,797.6346563
TS00003661,ION_002,LOT250001A,2024.1.1 8:15,-854.4367243,-866643.2569,4.17E+22,-2.60E+26,-2.878426862,4203.126921,2.98E-05,9.00E-07,3.12E-07,98.32296055,-3556.643415
TS00003662,ION_002,LOT250001A,2024.1.1 8:15,-740.9783148,-1786886.434,-3.15E+22,1.41E+27,0.074745605,-1881.828123,2.99E-05,9.04E-07,3.20E-07,98.33597639,-7486.053896
TS00003663,ION_002,LOT250001A,2024.1.1 8:16,1318.592265,966530.7765,4.32E+22,-1.72E+27,-8.868642605,1608.217792,3.00E-05,9.15E-07,3.30E-07,98.27716877,-7333.627717
TS00003664,ION_002,LOT250001A,2024.1.1 8:17,-724.0937388,813959.7867,-1.35E+23,1.14E+27,-3.620084032,1199.698718,3.00E-05,9.33E-07,3.40E-07,98.31203264,4122.505185
TS00003665,ION_002,LOT250001A,2024.1.1 8:18,-1404.925681,3014709.017,-3.60E+22,-2.96E+27,-4.371471214,3709.154555,2.99E-05,9.57E-07,3.50E-07,98.24713028,-727.9056615
TS00003666,ION_002,LOT250001A,2024.1.1 8:18,1865.932214,-3111940.342,-4.62E+22,6.37E+27,-7.44322364,4318.008838,2.98E-05,9.88E-07,3.61E-07,98.34950947,-319.7594047
TS00003667,ION_002,LOT250001A,2024.1.1 8:19,411.0565408,1861041.863,-6.27E+22,-5.68E+26,-0.075814229,3481.989657,2.95E-05,1.02E-06,3.72E-07,98.20317931,-722.7679067
TS00003668,ION_002,LOT250001A,2024.1.1 8:20,7434.837539,1508509.946,-1.07E+22,-1.91E+27,-5.002875307,-7726.912712,2.92E-05,1.06E-06,3.84E-07,98.1279181,712.6658378
TS00003669,ION_002,LOT250001A,2024.1.1 8:21,-9199.776585,-323045.4763,1.93E+22,-4.62E+27,2.974076679,5465.217469,2.89E-05,1.11E-06,3.95E-07,98.16716161,-4736.712345
TS00003670,ION_002,LOT250001A,2024.1.1 8:21,5752.936829,878907.8779,3.51E+22,1.34E+27,-18.52097099,6789.6519,2.84E-05,1.15E-06,4.06E-07,98.23828305,2962.43439
TS00003671,ION_002,LOT250001A,2024.1.1 8:22,6351.89782,2605704.778,1.20E+22,9.36E+26,-3.644113104,-1255.981935,2.79E-05,1.20E-06,4.17E-07,98.20021115,-5750.974168
TS00003672,ION_002,LOT250001A,2024.1.1 8:23,-6947.210195,2212723.915,-3.33E+22,1.94E+27,-1.37031521,1611.521089,2.74E-05,1.25E-06,4.27E-07,98.23115312,-2437.861555
TS00003673,ION_002,LOT250001A,2024.1.1 8:24,-47.12546578,-2825735.4,1.85E+22,-5.14E+27,-5.929164906,-2905.633856,2.68E-05,1.29E-06,4.37E-07,98.20637524,6372.763399
TS00003674,ION_002,LOT250001A,2024.1.1 8:24,-186.0254866,2082088.908,6.21E+21,-8.01E+27,-4.645074011,-7142.702256,2.62E-05,1.34E-06,4.46E-07,98.13753005,3175.762976
TS00003675,ION_002,LOT250001A,2024.1.1 8:25,-4354.980132,-130144.2481,4.68E+22,3.13E+27,-18.83272739,-2310.553522,2.56E-05,1.38E-06,4.54E-07,98.13327227,4698.475878
TS00003676,ION_002,LOT250001A,2024.1.1 8:26,-1861.26675,213649.7111,3.88E+22,7.42E+27,0.564771047,-1522.359557,2.50E-05,1.41E-06,4.61E-07,98.12718017,11996.94196
TS00003677,ION_002,LOT250001A,2024.1.1 8:27,-3217.370029,214347.6344,1.52E+21,-5.13E+27,3.495792541,-786.9085334,2.44E-05,1.44E-06,4.67E-07,98.22973299,921.6633018
TS00003678,ION_002,LOT250001A,2024.1.1 8:27,8209.343796,-344358.0273,-4.49E+22,7.95E+27,2.014225929,-3208.441043,2.38E-05,1.47E-06,4.72E-07,98.15948558,1302.563323
TS00003679,ION_002,LOT250001A,2024.1.1 8:28,4919.088662,3010416.177,-3.26E+22,1.42E+27,7.564398087,-2311.327957,2.32E-05,1.49E-06,4.76E-07,98.20932772,-150.2296898
TS00003680,ION_002,LOT250001A,2024.1.1 8:29,6239.869645,-178245.6747,-2.75E+22,-3.53E+25,-0.670535553,573.9535193,2.26E-05,1.50E-06,4.78E-07,98.14696146,-1068.421472
TS00003681,ION_002,LOT250001A,2024.1.1 8:30,4019.131206,-2767910.406,-1.58E+22,-1.99E+27,2.276246644,-2466.86323,2.21E-05,1.50E-06,4.80E-07,98.09231233,-3925.511187
TS00003682,ION_002,LOT250001A,2024.1.1 8:30,-3403.116506,-952960.0428,1.34E+22,-6.92E+27,-0.736857474,2784.677669,2.16E-05,1.50E-06,4.80E-07,98.03549164,1528.414635
TS00003683,ION_002,LOT250001A,2024.1.1 8:31,-1002.183714,477515.1524,3.58E+22,4.94E+27,4.827236671,3334.237071,2.11E-05,1.49E-06,4.79E-07,98.08791202,2866.140384
TS00003684,ION_002,LOT250001A,2024.1.1 8:32,3038.63266,3103733.251,-2.56E+21,-3.88E+27,-17.53536316,10126.64561,2.08E-05,1.47E-06,4.76E-07,98.06658553,3129.986111
TS00003685,ION_002,LOT250001A,2024.1.1 8:33,-3819.476646,1538355.179,8.06E+20,-3.90E+27,-10.37908893,5105.806862,2.05E-05,1.44E-06,4.73E-07,98.0571643,1385.853724
TS00003686,ION_002,LOT250001A,2024.1.1 8:33,3911.782417,-2095793.229,7.17E+21,4.96E+27,14.77882663,1573.989293,2.02E-05,1.41E-06,4.68E-07,98.04404178,5685.642721
TS00003687,ION_002,LOT250001A,2024.1.1 8:34,92.24095722,6243450.656,-2.58E+22,-9.41E+27,-25.30949065,-1880.488967,2.01E-05,1.38E-06,4.62E-07,97.94496334,1195.726004
TS00003688,ION_002,LOT250001A,2024.1.1 8:35,-448.8885759,692349.5043,-4.63E+22,-7.62E+27,-1.691465572,1775.052569,2.00E-05,1.34E-06,4.55E-07,98.10416468,-1001.114787
TS00003689,ION_002,LOT250001A,2024.1.1 8:36,3894.234527,3218827.963,-8.78E+22,-9.07E+25,11.87727854,1906.447002,2.00E-05,1.29E-06,4.47E-07,98.03258908,-3589.546256
TS00003690,ION_002,LOT250001A,2024.1.1 8:36,2830.595796,-348990.4878,-3.48E+22,1.47E+27,-0.306846553,-1452.684136,2.01E-05,1.25E-06,4.38E-07,97.95884696,-6696.333508
TS00003691,ION_002,LOT250001A,2024.1.1 8:37,-384.0759665,1363642.829,2.37E+22,2.42E+27,-2.927963237,3736.502647,2.02E-05,1.20E-06,4.28E-07,98.04855988,8356.864586
TS00003692,ION_002,LOT250001A,2024.1.1 8:38,5706.353803,2128869.793,-3.51E+22,-1.51E+27,2.935948818,-4989.304926,2.05E-05,1.15E-06,4.18E-07,97.97706135,-2431.238538
TS00003693,ION_002,LOT250001A,2024.1.1 8:39,-3243.118895,3075643.864,-1.19E+22,1.27E+28,-1.348738541,-372.5047167,2.08E-05,1.11E-06,4.07E-07,98.04381545,-3552.201302
TS00003694,ION_002,LOT250001A,2024.1.1 8:39,3559.639779,2673541.18,2.33E+22,-1.14E+27,3.050702012,2831.028303,2.11E-05,1.06E-06,3.96E-07,98.05612444,-996.7937902
TS00003695,ION_002,LOT250001A,2024.1.1 8:40,3485.495611,2210581.064,2.60E+22,-1.15E+27,-3.515055892,-539.7562514,2.16E-05,1.02E-06,3.85E-07,98.0598382,-283.8533539
TS00003696,ION_002,LOT250001A,2024.1.1 8:41,-105.7428077,-757655.2697,-5.40E+22,-3.98E+27,14.99657426,-212.9729109,2.21E-05,9.88E-07,3.74E-07,97.99810999,9320.005129
TS00003697,ION_002,LOT250001A,2024.1.1 8:42,2458.181354,-1399325.678,4.99E+22,6.20E+26,18.74575034,66.83536109,2.26E-05,9.57E-07,3.62E-07,97.98325376,-492.0862503
TS00003698,ION_002,LOT250001A,2024.1.1 8:42,-3828.079216,861540.966,5.64E+22,3.07E+27,3.792283633,-2720.032253,2.32E-05,9.33E-07,3.51E-07,97.9709421,14338.29292
TS00003699,ION_002,LOT250001A,2024.1.1 8:43,4896.370099,2362830.047,-5.65E+22,6.02E+27,-8.118226543,5322.819043,2.38E-05,9.15E-07,3.41E-07,97.96485883,1513.748046
TS00003700,ION_002,LOT250001A,2024.1.1 8:44,485.3248075,-526799.2847,-4.12E+22,-7.45E+27,1.133663102,-3439.656296,2.44E-05,9.04E-07,3.31E-07,97.99938522,11505.0746
TS00003701,ION_002,LOT250001A,2024.1.1 8:45,-840.8920821,2692929.914,5.96E+22,-1.23E+27,5.160113399,1910.833911,2.50E-05,9.00E-07,3.21E-07,97.98953285,5714.646407
TS00003702,ION_002,LOT250001A,2024.1.1 8:45,5471.10355,3661544.331,-7.34E+21,2.23E+27,12.68329396,2298.899133,2.56E-05,9.04E-07,3.12E-07,97.95898153,3075.253746
TS00003703,ION_002,LOT250001A,2024.1.1 8:46,-1517.636785,-2260792.431,-1.11E+23,2.94E+27,-1.826799896,-3143.675834,2.62E-05,9.15E-07,3.05E-07,97.9437974,9183.978644
TS00003704,ION_002,LOT250001A,2024.1.1 8:47,-4310.220275,-2062279.569,-7.00E+22,3.27E+25,1.182189959,950.1098821,2.68E-05,9.33E-07,2.98E-07,97.99678121,6929.77388
TS00003705,ION_002,LOT250001A,2024.1.1 8:48,-4880.165959,-320898.2208,-1.25E+22,2.71E+27,14.59366025,-2973.595253,2.74E-05,9.57E-07,2.92E-07,97.98223277,4514.746156
TS00003706,ION_002,LOT250001A,2024.1.1 8:48,3791.596856,799093.2288,-5.82E+22,-4.04E+27,19.47925826,6236.685102,2.79E-05,9.88E-07,2.87E-07,97.94908748,12950.5271
TS00003707,ION_002,LOT250001A,2024.1.1 8:49,-3734.807989,-1281328.971,-2.07E+22,7.79E+27,4.465305075,-3874.712745,2.84E-05,1.02E-06,2.83E-07,98.05038493,-1110.054139
TS00003708,ION_002,LOT250001A,2024.1.1 8:50,8423.279376,3410627.113,1.62E+21,4.96E+27,-2.074377624,-1926.9635,2.89E-05,1.06E-06,2.81E-07,98.10064626,-3575.465731
TS00003709,ION_002,LOT250001A,2024.1.1 8:51,-6908.852046,1090324.238,7.31E+22,-6.72E+27,44.65871875,-4199.78794,2.92E-05,1.11E-06,2.80E-07,98.06383783,-1967.288124
TS00003710,ION_002,LOT250001A,2024.1.1 8:51,8216.790884,128816.1522,-1.45E+22,-5.38E+27,20.19131032,-4724.935694,2.95E-05,1.15E-06,2.80E-07,97.98384376,10187.33136
TS00003711,ION_002,LOT250001A,2024.1.1 8:52,2284.281172,-3559529.092,5.36E+22,-5.23E+27,10.20781491,7079.705305,2.98E-05,1.20E-06,2.82E-07,98.02196026,8689.011409
TS00003712,ION_002,LOT250001A,2024.1.1 8:53,1059.605003,-3259243.945,7.14E+22,3.39E+27,22.06455265,2895.142877,2.99E-05,1.25E-06,2.85E-07,98.10658106,-1184.852047
TS00003713,ION_002,LOT250001A,2024.1.1 8:54,-730.0710016,732874.2433,7.17E+22,-6.42E+27,12.60090476,1294.609794,3.00E-05,1.29E-06,2.88E-07,97.97642677,-10328.65109
TS00003714,ION_002,LOT250001A,2024.1.1 8:54,3046.149803,-5301077.839,1.42E+22,-1.66E+27,22.96125517,-1883.311706,3.00E-05,1.34E-06,2.94E-07,98.08025244,415.3801638
TS00003715,ION_002,LOT250001A,2024.1.1 8:55,1295.91864,2562069.389,-9.82E+22,2.27E+27,16.29906441,4383.147445,2.99E-05,1.38E-06,3.00E-07,97.97518231,-3624.864093
TS00003716,ION_002,LOT250001A,2024.1.1 8:56,5853.418831,-364839.6436,2.30E+22,-3.31E+26,16.00288893,-2534.36602,2.98E-05,1.41E-06,3.07E-07,98.13869862,-1034.468554
TS00003717,ION_002,LOT250001A,2024.1.1 8:57,1887.876005,8138350.891,5.24E+22,1.29E+27,14.30746057,3946.999119,2.95E-05,1.44E-06,3.15E-07,98.04033093,-3846.079828
TS00003718,ION_002,LOT250001A,2024.1.1 8:57,2020.072631,5800486.916,-4.05E+21,-5.33E+27,1.289253466,-2707.615346,2.92E-05,1.47E-06,3.24E-07,98.18108117,-6633.8248
TS00003719,ION_002,LOT250001A,2024.1.1 8:58,-50.3462003,-422844.3127,8.72E+22,2.97E+27,35.42921952,-1785.568844,2.89E-05,1.49E-06,3.34E-07,98.16423923,10815.12449
TS00003720,ION_002,LOT250001A,2024.1.1 8:59,1159.126926,-234977.9092,4.30E+22,-3.07E+27,6.882425656,3835.642752,2.84E-05,1.50E-06,3.44E-07,98.08113819,-2036.431599
TS00003721,ION_002,LOT250001A,2024.1.1 9:00,2598.764126,2519908.7,2.84E+22,-1.62E+27,2.9103294,4267.867481,2.79E-05,1.50E-06,3.55E-07,98.05952123,8425.896067
TS00003722,ION_002,LOT250001A,2024.1.1 9:00,-5494.322836,4288980.75,5.43E+22,1.19E+27,14.55723278,3212.463013,2.74E-05,1.50E-06,3.66E-07,98.11466127,234.4961856
TS00003723,ION_002,LOT250001A,2024.1.1 9:01,-4069.116778,-4063925.21,1.67E+22,5.15E+26,7.208154372,-3366.16903,2.68E-05,1.49E-06,3.77E-07,98.10573543,-4335.396112
TS00003724,ION_002,LOT250001A,2024.1.1 9:02,4272.794354,-4434689.219,-1.25E+23,1.20E+26,16.40401911,-944.5060409,2.62E-05,1.47E-06,3.89E-07,98.10486612,3840.079927
TS00003725,ION_002,LOT250001A,2024.1.1 9:03,1958.528399,-1523731.857,-2.50E+22,-3.75E+27,23.85790577,1479.763266,2.56E-05,1.44E-06,4.00E-07,98.05261002,-685.217638
TS00003726,ION_002,LOT250001A,2024.1.1 9:03,514.0666546,1488308.424,5.99E+22,-1.50E+27,26.95302901,-2535.320449,2.50E-05,1.41E-06,4.11E-07,98.12071893,209.4944717
TS00003727,ION_002,LOT250001A,2024.1.1 9:04,1298.669086,1273761.241,-4.04E+22,1.09E+25,25.1275745,6355.133416,2.44E-05,1.38E-06,4.21E-07,98.10220249,1944.463025
TS00003728,ION_002,LOT250001A,2024.1.1 9:05,2590.588844,2706122.078,-1.12E+22,-6.88E+27,13.86482647,-8727.206489,2.38E-05,1.34E-06,4.31E-07,98.19692645,-2865.802156
TS00003729,ION_002,LOT250001A,2024.1.1 9:06,-982.6636318,-2967430.941,-5.22E+22,-2.31E+27,17.31879078,-2225.281418,2.32E-05,1.29E-06,4.41E-07,98.23084157,-6934.306681
TS00003730,ION_002,LOT250001A,2024.1.1 9:06,-1959.569636,-5758424.193,8.92E+22,1.94E+27,20.76462212,-1139.720543,2.26E-05,1.25E-06,4.49E-07,98.23058067,892.3011915
TS00003731,ION_002,LOT250001A,2024.1.1 9:07,1915.82397,2177096.562,8.41E+22,-6.39E+27,-1.067309076,-10468.6093,2.21E-05,1.20E-06,4.57E-07,98.22322613,5947.031463
TS00003732,ION_002,LOT250001A,2024.1.1 9:08,-2800.400532,-2038301.099,-4.42E+22,5.78E+27,22.00361186,-4669.40198,2.16E-05,1.15E-06,4.64E-07,98.17631296,-3399.865716
TS00003733,ION_002,LOT250001A,2024.1.1 9:09,2728.908374,-5013898.795,7.36E+21,6.35E+27,1.475277649,3424.729973,2.11E-05,1.11E-06,4.69E-07,98.24235664,1860.708683
TS00003734,ION_002,LOT250001A,2024.1.1 9:09,-5729.200002,395114.1578,-3.40E+22,-6.23E+27,36.16653279,1052.451697,2.08E-05,1.06E-06,4.74E-07,98.28511755,8603.670158
TS00003735,ION_002,LOT250001A,2024.1.1 9:10,5185.657139,2015530.452,3.07E+22,6.79E+27,11.39812841,7231.274749,2.05E-05,1.02E-06,4.77E-07,98.22981138,615.2101531
TS00003736,ION_002,LOT250001A,2024.1.1 9:11,2950.178626,-272412.7828,2.55E+22,-7.18E+26,13.24141817,7126.699509,2.02E-05,9.88E-07,4.79E-07,98.27895407,1485.260556
TS00003737,ION_002,LOT250001A,2024.1.1 9:12,2077.661487,-1111749.862,4.06E+22,2.09E+27,7.008061435,2684.674017,2.01E-05,9.57E-07,4.80E-07,98.27983727,1324.604318
TS00003738,ION_002,LOT250001A,2024.1.1 9:12,4981.15859,-365391.3198,1.66E+22,-2.48E+27,7.989985956,2211.751076,2.00E-05,9.33E-07,4.79E-07,98.38454439,-2366.327475
TS00003739,ION_002,LOT250001A,2024.1.1 9:13,7712.292432,-893297.5288,1.47E+23,4.62E+27,36.58640675,1228.430954,2.00E-05,9.15E-07,4.78E-07,98.35851513,-3921.377938
TS00003740,ION_002,LOT250001A,2024.1.1 9:14,5111.02281,-3336811.469,-5.14E+22,2.03E+27,22.77793678,-9650.129175,2.01E-05,9.04E-07,4.75E-07,98.36108902,-3897.769297
TS00003741,ION_002,LOT250001A,2024.1.1 9:15,-6303.708229,-1753246.777,-8.55E+22,-4.07E+27,-2.614171929,-4602.976717,2.02E-05,9.00E-07,4.70E-07,98.25965682,2895.704682
TS00003742,ION_002,LOT250001A,2024.1.1 9:15,-4049.273277,1336804.807,-1.97E+22,-5.83E+27,27.40039696,1382.583063,2.05E-05,9.04E-07,4.65E-07,98.36914631,4853.396399
TS00003743,ION_002,LOT250001A,2024.1.1 9:16,-1418.139896,837952.904,-7.84E+22,-7.30E+27,23.74995949,3448.149204,2.08E-05,9.15E-07,4.59E-07,98.36790438,5101.545607
TS00003744,ION_002,LOT250001A,2024.1.1 9:17,1200.261552,454058.7987,-7.46E+22,9.40E+26,8.445668293,2146.42602,2.11E-05,9.33E-07,4.51E-07,98.38274552,-801.8169173
TS00003745,ION_002,LOT250001A,2024.1.1 9:18,3183.726661,-2453808.111,-5.01E+22,2.86E+27,13.74821495,-2578.886962,2.16E-05,9.57E-07,4.43E-07,98.32813867,6574.633283
TS00003746,ION_002,LOT250001A,2024.1.1 9:18,-1770.532303,-419540.0777,-4.61E+22,3.25E+27,9.94072915,4743.341762,2.21E-05,9.88E-07,4.34E-07,98.36739434,2664.262047
